id,lat,lon
0,44.7415786111111,-85.58187
1,24.5561197222222,-81.7599558333333
2,34.0560141666667,-117.6011875
3,33.6636666666667,-101.820555555556
4,35.3930740277778,-97.6007617222222
5,32.3535472222222,-95.4029777777778
6,42.4013094444444,-96.3844180555556
7,41.1556388888889,-104.810472222222
8,33.3699444444444,-81.9645
9,35.2372777777778,-120.642611111111
10,35.0351944444444,-85.2035555555556
11,36.1013266666667,-79.9411227777778
12,34.2006944444444,-118.358666666667
13,35.2193611111111,-101.705916666667
14,37.1318888888889,-76.4929722222222
15,32.224495,-80.6974008333333
16,47.4822992777778,-111.370279416667
17,41.9390322222222,-72.6843158333333
18,34.1853611111111,-79.7238888888889
19,40.8508888888889,-96.7591111111111
20,30.1260833333333,-93.2234166666667
21,29.5339583333333,-98.4690569444444
22,29.1799088888889,-81.0580422222222
23,35.1403158333333,-111.669241388889
24,38.174085,-85.7364936111111
25,32.6565738888889,-114.605987222222
26,33.12825,-117.280083333333
27,46.84206975,-92.1932372222222
28,33.6797411111111,-78.9283213888889
29,60.4916397222222,-145.477557777778
30,35.8110911111111,-83.9940672222222
31,60.7785555555556,-161.837166666667
32,32.5163333333333,-84.9388611111111
33,27.7721944444444,-97.5024166666667
34,57.0468343611111,-135.361068694444
35,39.8720838888889,-75.2406630555556
36,40.9150555555556,-81.4436388888889
37,29.6457998333333,-95.2772315833333
38,45.9548055555556,-112.497472222222
39,30.4072691666667,-89.0700958333333
40,44.3489080555556,-105.5393675
41,42.8808333333333,-85.5228055555555
42,38.5098055555556,-107.89425
43,37.72125,-122.221138888889
44,37.6188055555556,-122.375416666667
45,43.1191436111111,-77.6718688888889
46,33.4537222222222,-93.9910277777778
47,30.1945272222222,-97.6698761111111
48,28.10275,-80.64525
49,36.0800438888889,-115.152234722222
50,31.3577483333333,-100.496304166667
51,34.5677144444444,-98.4166366666667
52,30.212222,-85.682778
53,45.5709166666667,-84.7967222222222
54,33.6366996111111,-84.427864
55,25.7953611111111,-80.2901158333333
56,30.5880418888889,-96.3625444444444
57,38.8058166666667,-104.700776388889
58,41.4482777777778,-90.5075277777778
59,41.7082238888889,-86.3173375
60,31.8073333333333,-106.376361111111
61,31.9425277777778,-102.201916666667
62,18.4393991666667,-66.0021333333333
63,37.8583066666667,-80.3994825
64,58.6764934722222,-156.648691
65,42.9654722222222,-83.74475
66,34.2711388888889,-77.9028888888889
67,39.0488375,-84.6678208333333
68,42.1953611111111,-89.0972222222222
69,57.7497938888889,-152.493943611111
70,39.2976111111111,-94.7138888888889
71,39.8616666666667,-104.673166666667
72,38.03675,-84.6086388888889
73,32.1275833333333,-81.2021388888889
74,48.2576388888889,-101.278027777778
75,36.124475,-86.6781805555556
76,41.7859722222222,-87.7524166666667
77,30.7813722222222,-83.2762194444445
78,40.6399277777778,-73.7786925
79,33.9424963888889,-118.408048611111
80,32.6928333333333,-83.6492222222222
81,32.4465152777778,-93.82604
82,51.8835827777778,-176.642482222222
83,33.8296666666667,-116.506694444444
84,41.1950703611111,-112.012194722222
85,42.9058611111111,-106.463638888889
86,42.9097925,-112.595918888889
87,42.9404272222222,-78.7305697222222
88,37.0363780555556,-113.510302777778
89,59.0446666666667,-158.5055
90,64.8153555555556,-147.856666666667
91,39.4575833333333,-74.5771666666667
92,32.8342222222222,-115.57875
93,38.9474444444444,-77.4599444444444
94,32.8972330555556,-97.0376947222222
95,43.6073333333333,-110.73775
96,58.4252777777778,-135.707416666667
97,37.6499525,-97.4330427777778
98,40.0385608333333,-88.2765391666667
99,38.3760130555556,-81.5928936111111
100,42.5584491666667,-92.4010233333333
101,31.3273716666667,-92.5485558333333
102,46.7727338888889,-100.7457375
103,36.8946041666667,-76.2012291666667
104,32.1160691666667,-110.941013888889
105,34.8999444444444,-120.458083333333
106,39.9969466666667,-82.8921591666667
107,34.2008069444444,-119.207226388889
108,40.4811944444444,-107.217666666667
109,35.21375,-80.9490555555556
110,29.9932777777778,-90.2590277777778
111,30.6914166666667,-88.2428333333333
112,27.3954444444444,-82.5543888888889
113,34.269,-88.7698888888889
114,38.0408055555556,-87.5285
115,45.8078491388889,-108.543543555556
116,33.6756619444444,-117.868233055556
117,18.4948611111111,-67.1294444444444
118,34.8956711111111,-82.2188594444444
119,34.6293888888889,-118.084552777778
120,43.6456435,-70.3086163611111
121,43.5643611111111,-116.222861111111
122,42.402,-90.7094722222222
123,35.4361130555556,-82.5420475
124,21.3178172222222,-157.9202275
125,41.3031666666667,-95.8940555555556
126,36.4752077777778,-82.4074152777778
127,35.0728544444444,-77.0430197222222
128,33.9388377777778,-81.1195361111111
129,17.7015044444444,-64.8019429166667
130,46.6067222222222,-111.983277777778
131,41.0669530555556,-73.7075661111111
132,37.70097,-113.098850833333
133,44.2580930555556,-88.5190722222222
134,44.2540688888889,-121.149971388889
135,30.3967541666667,-84.3508688888889
136,41.5868166666667,-83.8078266666667
137,26.1758333333333,-98.2386111111111
138,37.2456666666667,-93.3886388888889
139,42.9328055555556,-71.43575
140,35.8776388888889,-78.7874722222222
141,47.1684163888889,-88.4890686111111
142,38.8514402777778,-77.0377213888889
143,42.2343888888889,-85.5515555555556
144,33.9888005555556,-98.4919025
145,36.7765555555556,-119.718833333333
146,30.4832194166667,-86.5260443333333
147,37.5051811111111,-77.3197386111111
148,43.5037805555556,-114.295558333333
149,42.7786388888889,-84.5861944444444
150,40.9778263888889,-124.108469166667
151,25.9061388888889,-97.426
152,40.825,-115.791333333333
153,40.4914166666667,-80.2326944444444
154,26.5361666666667,-81.7551666666667
155,31.2590346944444,-81.4663158333333
156,18.0087805555556,-66.5645208333333
157,39.9022522222222,-84.2194122222222
158,34.7294413888889,-92.2247772222222
159,44.7776236666667,-89.6667780277778
160,20.8986486111111,-156.430458611111
161,32.3006388888889,-86.3939722222222
162,37.6258247222222,-120.95443
163,43.5820180555556,-96.741925
164,56.8014722222222,-132.946222222222
165,39.7953888888889,-121.858416666667
166,37.3253888888889,-79.2012222222222
167,45.6309005555556,-89.4666277777778
168,39.4991111111111,-119.768111111111
169,18.3373055555556,-64.9733333333333
170,46.9206388888889,-96.81575
171,61.1740847222222,-149.9981375
172,35.6587412777778,-117.8295325
173,27.5441944444444,-99.4615833333333
174,35.3365866666667,-94.3674447222222
175,41.3384722222222,-75.7233888888889
176,39.7173055555556,-86.2946388888889
177,40.7961356944444,-73.1006650555556
178,40.5089722222222,-122.293388888889
179,40.77725,-73.8726111111111
180,33.8179297222222,-118.151890555556
181,43.8792656666667,-91.2566336111111
182,41.7223333333333,-71.4277222222222
183,41.7801666666667,-124.236527777778
184,44.4846336111111,-88.1297133333333
185,55.3540833333333,-131.711222222222
186,34.4261913611111,-119.841492694444
187,40.6523627777778,-75.4404058333333
188,30.5329166666667,-91.1498888888889
